"","Order.ID","Customer.ID","Order.Date","Order.Status","Subtotal..inc.tax.","Subtotal..ex.tax.","Tax.Total","Shipping.Cost..inc.tax.","Shipping.Cost..ex.tax.","Ship.Method","Handling.Cost..inc.tax.","Handling.Cost..ex.tax.","Store.Credit.Redeemed","Gift.Certificate.Amount.Redeemed","Gift.Certificate.Code","Gift.Certificate.Expiration.Date","Coupon_Details","Order.Total..inc.tax.","Order.Total..ex.tax.","Payment.Method","Total.Quantity","Total.Shipped","Date.Shipped","Order.Currency.Code","Exchange.Rate","Order.Notes","Customer.Message","Billing.Company","Billing.Suburb","Billing.State","Billing.Zip","Billing.Country","Billing.Preferred.method.of.contact","Billing.How.many.adults.over.18.live.in.your.household.","Billing.How.many.children.under.18.live.in.your.household.","Shipping.Company","Shipping.Suburb","Shipping.State","Shipping.Zip","Shipping.Country","Shipping.Preferred.method.of.contact","Shipping.How.many.adults.over.18.live.in.your.household.","Shipping.How.many.children.under.18.live.in.your.household.","Product.Details","Refund.Amount"
"73",903,4,"17/08/2022","Completed",12.07,12.07,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",0,0,"",9,0,"26/08/2022","USD",1,"",""," None","Evansville","IN","47713","United States","Text Message",NA,NA," None","Evansville","IN","47713","United States","Text Message",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07",0
"74",905,265,"17/08/2022","Completed",31.16,31.16,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 31.16",0,0,"",17,0,"26/08/2022","USD",1,"","","Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 12.06, Product Total Price: 12.06|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.10, Product Total Price: 19.10",0
"75",919,290,"21/08/2022","Completed",58.44,58.44,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 58.44",0,0,"",49,0,"26/08/2022","USD",1,"","","Urban Seeds","Evansville","IN","47712","United States","Text Message",NA,NA,"Urban Seeds","Evansville","IN","47712","United States","Text Message",NA,NA,"Product ID: 241, Product Qty: 1, Product SKU: , Product Name: Breakfast Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 8 oz. Colby Cheese: Included, One Dozen Eggs: Included, 1 lb. of Butter: Included, 1 lb. Bisquick Baking Mix: Included, 1 lb. Frozen Blueberries: Included, 12 oz. Cheerios Cereal: Included, 1 lb. Rolled Oats: Included, Product Unit Price: 13.15, Product Total Price: 13.15|Product ID: 248, Product Qty: 1, Product SKU: , Product Name: Fresh Vegetable Bag, Product Weight: 10.0000, Product Variation Details: 12 oz. Broccoli: Included, Head of Cauliflower: Included, Head of Cabbage: Included, 1 lb. Whole Carrots: Included, 12 oz. Bag Spinach: Included, 2 Onions: Included, 4 Sweet Potatoes: Included, Bell Pepper: Included, Product Unit Price: 14.01, Product Total Price: 14.01|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Bag, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 9.21, Product Total Price: 9.21|Product ID: 299, Product Qty: 1, Product SKU: , Product Name: Flavor Bag, Product Weight: 60.0000, Product Variation Details: 12 oz. Olive Oil: Included, 5 oz. Balsamic Vinegar: Included, 5 oz. Apple Cider Vinegar: Included, 8 oz. Maple Syrup: Included, 5 oz. Soy Sauce: Included, 1 oz. Basil Leaf: Included, 1 oz. Ground Cumin: Included, 1 oz. Smoked Paprika: Included, 1 oz. Curry Powder: Included, 1 oz. Oregano Leaf Mexican: Included, 1 oz. Dill Weed: Included, 1 oz. Garlic Powder: Included, 1 oz. Onion Powder: Included, Product Unit Price: 10.00, Product Total Price: 10.00",0
"76",940,265,"22/08/2022","Completed",12.07,12.07,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",0,0,"",9,0,"26/08/2022","USD",1,"","","Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07",0
"77",948,330,"23/08/2022","Completed",43.23,43.23,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 43.23",0,0,"",26,0,"26/08/2022","USD",1,"","","Little Lambs","Evansville","IN","47710","United States","Text Message",NA,NA,"Little Lambs","Evansville","IN","47710","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 12.06, Product Total Price: 12.06|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.10, Product Total Price: 19.10",0
"78",1017,358,"12/9/2022","Completed",176.03,176.03,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 176.03",0,0,"",129,0,"23/09/2022","USD",1,"","","friend ","Evansville ","IN","47714","United States","Text Message",NA,NA,"friend ","Evansville ","IN","47714","United States","Text Message",NA,NA,"Product ID: 241, Product Qty: 2, Product SKU: , Product Name: Breakfast Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 8 oz. Colby Cheese: Included, One Dozen Eggs: Included, 1 lb. of Butter: Included, 1 lb. Bisquick Baking Mix: Included, 1 lb. Frozen Blueberries: Included, 12 oz. Cheerios Cereal: Included, 1 lb. Rolled Oats: Included, Product Unit Price: 13.15, Product Total Price: 26.30|Product ID: 243, Product Qty: 2, Product SKU: , Product Name: Dairy / Egg Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 12.06, Product Total Price: 24.12|Product ID: 248, Product Qty: 1, Product SKU: , Product Name: Fresh Vegetable Bag, Product Weight: 10.0000, Product Variation Details: 12 oz. Broccoli: Included, Head of Cauliflower: Included, Head of Cabbage: Included, 1 lb. Whole Carrots: Included, 12 oz. Bag Spinach: Included, 2 Onions: Included, 4 Sweet Potatoes: Included, Bell Pepper: Included, Product Unit Price: 14.01, Product Total Price: 14.01|Product ID: 255, Product Qty: 2, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 24.14|Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.10, Product Total Price: 38.20|Product ID: 265, Product Qty: 2, Product SKU: , Product Name: Italian Dinner Bag, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 9.21, Product Total Price: 18.42|Product ID: 272, Product Qty: 2, Product SKU: , Product Name: Mexican Dinner Bag, Product Weight: 16.0000, Product Variation Details: 10, 8&quot; Tortillas - Frozen: Included, 10 Taco Shells: Included, 1 lb. Ground Turkey: Included, 1 lb. Diced Chicken Breast, Cooked: Included, 16 oz. Salsa: Included, 1 lb. Colby Jack Cheese: Included, 12 oz. Corn Chips: Included, 1 Can Black Beans: Included, Head of Lettuce: Included, Avocado: Included, 1 Can Pinto Beans: Included, Product Unit Price: 12.03, Product Total Price: 24.06|Product ID: 289, Product Qty: 1, Product SKU: , Product Name: Grain / Bean Bag, Product Weight: 144.0000, Product Variation Details: 1 lb. Dry Brown Lentils: Included, 1 lb. Dry Garbanzo Beans: Included, 1 lb. Dry Pinto Beans: Included, 1 lb. Dry Kidney Beans: Included, 1 lb. Dry White Beans: Included, 1 lb. Dry Quinoa: Included, 1 lb. Dry Cous-Cous: Included, 1 lb. Dry Brown Rice: Included, 1 lb. Dry Barley: Included, Product Unit Price: 6.78, Product Total Price: 6.78",0
"79",1022,365,"17/09/2022","Completed",38.2,38.2,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 38.20",0,0,"",16,0,"23/09/2022","USD",1,"","","tom","Evansville","IN","47714","United States","Text Message",NA,NA,"tom","Evansville","IN","47714","United States","Text Message",NA,NA,"Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.10, Product Total Price: 38.20",0
"80",1032,4,"19/09/2022","Completed",12.07,12.07,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",0,0,"",9,0,"23/09/2022","USD",1,"",""," None","Evansville","IN","47713","United States","Text Message",NA,NA," None","Evansville","IN","47713","United States","Text Message",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07",0
"81",1042,265,"19/09/2022","Completed",31.17,31.17,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 31.17",0,0,"",17,0,"23/09/2022","USD",1,"","","Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.10, Product Total Price: 19.10",0
"82",1057,201,"20/09/2022","Completed",62.33,62.33,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: MEAT, Coupon Name: Credit for Meat bag, Coupon Value: 19.10",43.23,43.23,"PayPal (Venmo)",34,0,"23/09/2022","USD",1,"","",NA,"Evansville","IN","47720","United States","Text Message",NA,NA,NA,"Evansville","IN","47720","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon 2% Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 12.06, Product Total Price: 12.06|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.10, Product Total Price: 38.20",0
"83",1069,368,"20/09/2022","Completed",19.1,19.1,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 19.10",0,0,"",8,0,"23/09/2022","USD",1,"","","Evansville Housing Authority ","Evansville","IN","47715","United States","Text Message",NA,NA,"Evansville Housing Authority ","Evansville","IN","47715","United States","Text Message",NA,NA,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.10, Product Total Price: 19.10",0
"84",1085,381,"29/09/2022","Cancelled",12.07,12.07,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",0,0,"",9,0,"","USD",1,"","","A Flyer/Notice on wall of Forefront Physical Therapy office.","Evansville","IN","47724","United States","Email",NA,NA,"A Flyer/Notice on wall of Forefront Physical Therapy office.","Evansville","IN","47724","United States","Email",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07",0
"85",1091,365,"3/10/2022","Cancelled",38.2,38.2,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 38.20",0,0,"",16,0,"","USD",1,"","","tom","Evansville","IN","47714","United States","Text Message",NA,NA,"tom","Evansville","IN","47714","United States","Text Message",NA,NA,"Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.10, Product Total Price: 38.20",0
"86",1130,265,"14/10/2022","Completed",29.53,29.53,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 29.53",0,0,"",27,0,"21/10/2022","USD",1,"","","Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 12.70, Product Total Price: 12.70|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Bag, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 9.21, Product Total Price: 9.21|Product ID: 289, Product Qty: 1, Product SKU: , Product Name: Grain / Bean Bag, Product Weight: 144.0000, Product Variation Details: 1 lb. Dry Brown Lentils: Included, 1 lb. Dry Garbanzo Beans: Included, 1 lb. Dry Pinto Beans: Included, 1 lb. Dry Kidney Beans: Included, 1 lb. Dry White Beans: Included, 1 lb. Dry Quinoa: Included, 1 lb. Dry Cous-Cous: Included, 1 lb. Dry Brown Rice: Included, 1 lb. Dry Barley: Included, Product Unit Price: 7.62, Product Total Price: 7.62",0
"87",1138,368,"17/10/2022","Completed",39.98,39.98,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 39.98",0,0,"",16,0,"21/10/2022","USD",1,"","","Evansville Housing Authority ","Evansville","IN","47715","United States","Text Message",NA,NA,"Evansville Housing Authority ","Evansville","IN","47715","United States","Text Message",NA,NA,"Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 19.99, Product Total Price: 39.98",0
"88",1145,378,"17/10/2022","Completed",39.52,39.52,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 39.52",0,0,"",30,0,"21/10/2022","USD",1,"","","friend ","Evansville","IN","47720","United States","Text Message",NA,NA,"friend ","Evansville","IN","47720","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon 2% Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 12.70, Product Total Price: 12.70|Product ID: 248, Product Qty: 1, Product SKU: , Product Name: Fresh Vegetable Bag, Product Weight: 10.0000, Product Variation Details: 12 oz. Broccoli: Included, Head of Cauliflower: Included, Head of Cabbage: Included, 1 lb. Whole Carrots: Included, 12 oz. Bag Spinach: Included, 2 Onions: Included, 4 Sweet Potatoes: Included, Bell Pepper: Included, Product Unit Price: 14.01, Product Total Price: 14.01|Product ID: 272, Product Qty: 1, Product SKU: , Product Name: Mexican Dinner Bag, Product Weight: 16.0000, Product Variation Details: 10, 8&quot; Tortillas - Frozen: Included, 10 Taco Shells: Included, 1 lb. Ground Turkey: Included, 1 lb. Diced Chicken Breast, Cooked: Included, 16 oz. Salsa: Included, 1 lb. Colby Jack Cheese: Included, 12 oz. Corn Chips: Included, 1 Can Black Beans: Included, Head of Lettuce: Included, Avocado: Included, 1 Can Pinto Beans: Included, Product Unit Price: 12.81, Product Total Price: 12.81",0
"89",1224,265,"12/11/2022","Completed",45.56,45.56,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 45.56",0,0,"",26,0,"18/11/2022","USD",1,"","","Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Ivy Tech ","Chandler ","IN","47610","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 12.70, Product Total Price: 12.70|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 20.79, Product Total Price: 20.79",0
"90",1242,4,"15/11/2022","Completed",12.07,12.07,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",0,0,"",9,0,"18/11/2022","USD",1,"",""," None","Evansville","IN","47713","United States","Text Message",NA,NA," None","Evansville","IN","47713","United States","Text Message",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07",0
"91",1367,37,"24/12/2022","Completed",42.07,42.07,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: STRAWBERRY, Coupon Name: , Coupon Value: 5.00",37.07,37.07,"PayPal",25,0,"30/12/2022","USD",1,"","","Annette ","Evansville","IN","47710","United States","Text Message",NA,NA,"Annette ","Evansville","IN","47710","United States","Text Message",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Included, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 20.79, Product Total Price: 20.79|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Bag, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 9.21, Product Total Price: 9.21",0
